hab_lbl,P. Radius (EU),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. Hab Zone Min (AU),S. Hab Zone Max (AU)
0,1.4,0.94,0.92,5598,0.745756,0.655,1.551
0,1.81,1.03,1.05,5906,1.203489,0.817,1.918
0,1.81,0.98,1.11,5714,1.178411,0.818,1.93
0,1.43,1.04,1.01,5850,1.071905,0.774,1.819
0,1.19,0.92,0.84,5468,0.56593,0.575,1.367
0,1.28,0.83,0.78,5071,0.360955,0.469,1.131
0,1.47,0.58,0.56,4043,0.075176,0.222,0.561
0,1.68,0.81,0.77,5102,0.36044,0.468,1.127
0,0.92,0.46,0.44,3804,0.036371,0.155,0.397
0,0.88,1.01,1.02,5769,1.033933,0.764,1.799
0,0.78,0.93,0.89,5521,0.660299,0.619,1.469
0,1.58,1,1.32,5674,1.620299,0.961,2.271
0,2.43,0.81,0.74,4838,0.269164,0.409,0.996
0,1.28,0.65,0.62,4248,0.112308,0.27,0.675
0,2.12,1.01,1.02,5870,1.108262,0.786,1.847
0,2.17,0.84,0.8,5208,0.422429,0.504,1.208
0,1.96,1.09,1.12,5971,1.430587,0.887,2.08
0,1.37,0.98,0.97,5745,0.919588,0.721,1.7
0,2.11,1.19,1.38,5839,1.986104,1.054,2.479
0,1.68,0.94,0.96,5631,0.831332,0.69,1.633
0,1.3,0.93,1.09,5475,0.95781,0.748,1.777
0,2.17,0.96,0.95,5680,0.842812,0.693,1.637
0,2.39,1.19,1.29,6224,2.240514,1.093,2.55
0,1.99,0.67,0.63,4435,0.137767,0.297,0.737
0,1.94,1.01,1.05,5817,1.132569,0.797,1.875
0,1.14,1.01,1.05,5817,1.132569,0.797,1.875
0,1.14,0.99,1.16,5770,1.338163,0.869,2.047
0,1.46,0.76,0.71,4653,0.212001,0.366,0.898
0,1.93,1.03,1.04,5803,1.100441,0.786,1.851
0,2.14,0.95,0.93,5743,0.844133,0.691,1.629
0,2.12,1.15,1.22,6162,1.92529,1.017,2.375
0,1.31,0.84,0.8,5191,0.41694,0.501,1.202
0,1.77,1.06,1.08,5928,1.29232,0.845,1.984
0,1.57,0.98,0.96,5643,0.838441,0.693,1.638
0,1.87,1.15,1.22,6035,1.771408,0.983,2.302
0,1.52,1.03,1.08,5976,1.334688,0.857,2.008
0,1.84,1.03,1.08,5976,1.334688,0.857,2.008
0,1.25,1.05,1.15,6079,1.620369,0.938,2.194
0,1.51,0.81,0.77,5039,0.342964,0.458,1.105
0,2.11,0.98,0.97,5698,0.889863,0.711,1.68
0,1.7,1.07,1.11,6037,1.468319,0.895,2.096
0,1.27,0.99,0.97,5732,0.911293,0.718,1.695
0,2.06,0.92,0.9,5596,0.712665,0.64,1.517
0,2.02,0.64,0.62,4339,0.122245,0.281,0.7
0,2.02,0.7,0.66,4554,0.168093,0.327,0.806
0,1.6,0.78,0.73,4848,0.264111,0.405,0.986
0,1.68,0.59,0.57,4128,0.084644,0.235,0.592
0,2.04,0.79,0.75,4913,0.294035,0.426,1.035
0,2.48,0.94,0.91,5579,0.719777,0.644,1.526
0,1.18,0.83,0.77,4940,0.316796,0.442,1.071
0,1.7,1.01,1.2,5695,1.359024,0.879,2.076
0,1.78,1.06,1.09,5932,1.319919,0.854,2.005
0,1.68,0.89,0.85,5455,0.573993,0.579,1.378
0,1.69,1.3,1.55,6350,3.504678,1.357,3.158
0,2.27,0.82,0.78,5047,0.35417,0.465,1.122
0,2.21,0.88,0.84,5333,0.512076,0.551,1.316
0,2.4,1,1,5754,0.983489,0.745,1.757
0,2.49,0.93,0.92,5570,0.730948,0.65,1.539
0,1.62,0.75,0.71,4751,0.230434,0.38,0.929
0,2.05,0.93,0.89,5614,0.705926,0.637,1.507
0,1.99,1.05,1.08,5902,1.269797,0.839,1.971
0,1.43,0.81,0.77,5060,0.348717,0.461,1.112
0,2.12,0.85,0.81,5261,0.450955,0.519,1.243
0,1.93,0.81,0.77,5044,0.344327,0.459,1.107
0,1.78,1.06,1.09,5961,1.34592,0.861,2.019
0,1.23,0.9,0.87,5476,0.610636,0.597,1.419
0,1.78,1.06,1.09,6116,1.491464,0.898,2.098
0,1.23,1,0.94,5715,0.845689,0.693,1.635
0,2.5,1.21,1.35,6187,2.395951,1.133,2.644
0,1.52,1.1,1.16,6098,1.669381,0.951,2.223
0,1.84,1.19,1.29,6194,2.197628,1.085,2.531
0,1.13,1.19,1.29,6194,2.197628,1.085,2.531
0,1.76,0.97,0.9,5875,0.865777,0.694,1.631
0,1.09,1.14,1.25,5961,1.770054,0.987,2.316
0,1.53,0.65,0.61,4315,0.115737,0.274,0.682
0,2.39,1.03,1.04,5839,1.128003,0.794,1.868
0,1.49,0.65,0.62,4223,0.109688,0.267,0.669
0,2.08,0.78,0.73,4836,0.261505,0.404,0.982
0,1.37,0.59,0.57,4184,0.089332,0.241,0.605
0,2,0.98,0.97,5682,0.87991,0.708,1.672
0,1.77,1.16,1.25,6160,2.018519,1.042,2.433
0,1.41,0.95,0.86,5461,0.590168,0.587,1.397
0,2.11,1.06,1.02,6035,1.238224,0.822,1.925
0,1.2,1.08,1.38,6106,2.375064,1.134,2.65
0,1.22,1.11,1.12,5973,1.432505,0.888,2.081
0,1.47,1.17,1.23,6154,1.946839,1.023,2.39
0,0.82,1.26,1.5,6230,3.041057,1.273,2.969
0,2.06,0.63,0.61,4687,0.161113,0.319,0.781
0,1.38,1.1,1.15,5877,1.415495,0.888,2.086
0,1.5,1.21,1.38,6173,2.481036,1.154,2.694
0,1.76,0.85,0.81,5248,0.446514,0.517,1.238
0,1.9,0.8,0.76,5418,0.446553,0.512,1.22
0,1.74,1.11,1.14,6028,1.539546,0.917,2.148
0,2.25,1.15,1.21,6113,1.834333,0.996,2.328
0,2.42,0.89,0.85,5403,0.552418,0.57,1.358
0,1.42,0.95,0.93,5671,0.802591,0.677,1.599
0,1.38,1.11,1.26,5988,1.831294,1.003,2.35
0,2.34,0.77,0.72,4673,0.221788,0.374,0.917
0,2.31,1.01,1.01,5806,1.040018,0.764,1.799
0,1.71,0.99,0.99,5743,0.956567,0.736,1.735
0,1.59,0.73,0.7,4700,0.214525,0.368,0.9
0,1.11,1.01,1.02,5869,1.107507,0.785,1.846
0,2.13,1.25,1.4,6335,2.832255,1.221,2.842
0,1.33,0.86,0.81,5241,0.444137,0.516,1.236
0,1.37,0.87,0.84,5331,0.511309,0.551,1.315
0,2.45,0.87,0.84,5346,0.517088,0.553,1.321
0,2.08,0.81,0.77,5001,0.332735,0.452,1.092
0,1.34,0.78,0.73,4830,0.26021,0.403,0.98
0,1.44,0.92,0.89,5482,0.641839,0.612,1.454
0,2.22,0.92,0.89,5533,0.666059,0.621,1.474
0,1.75,0.88,0.85,5471,0.580757,0.582,1.384
0,2.13,0.81,0.75,4861,0.281783,0.418,1.017
0,1.93,0.94,0.93,5665,0.7992,0.675,1.596
0,2.27,0.9,0.87,5508,0.625035,0.603,1.431
0,1.85,0.96,0.94,5679,0.82458,0.686,1.619
0,1.19,0.95,0.99,5416,0.756615,0.667,1.588
0,2.32,0.82,0.76,4990,0.321306,0.444,1.074
0,2.06,0.91,0.86,5421,0.573066,0.58,1.381
0,2.28,0.77,0.72,4755,0.23777,0.386,0.943
0,1.97,0.93,0.86,5478,0.597551,0.59,1.403
0,2.12,0.93,0.84,5427,0.549146,0.568,1.351
0,2.35,0.84,0.8,5178,0.412779,0.499,1.198
0,1.99,0.76,0.7,4598,0.1965,0.353,0.869
0,1.69,0.76,0.7,4598,0.1965,0.353,0.869
0,2.07,0.92,0.82,5214,0.445863,0.517,1.241
0,0.99,0.92,0.82,5214,0.445863,0.517,1.241
0,2.13,0.88,0.85,5431,0.563958,0.575,1.369
0,1.96,0.86,0.78,5213,0.403116,0.492,1.18
0,1.57,0.52,0.5,3687,0.04145,0.166,0.427
0,1.48,0.8,0.75,4897,0.290224,0.424,1.029
0,2.31,0.98,0.96,5718,0.883912,0.708,1.671
0,2.25,1.16,1.29,6139,2.120606,1.069,2.498
0,2.36,1.13,1.08,6052,1.40389,0.875,2.047
0,2.12,0.96,0.93,5610,0.768612,0.665,1.573
0,2.36,0.96,0.98,5642,0.873121,0.707,1.672
0,2.07,0.55,0.53,4005,0.064841,0.207,0.523
0,2.21,0.82,0.78,5074,0.36181,0.469,1.132
0,1.52,1.05,1.08,5948,1.309849,0.85,1.994
0,1.62,0.8,0.74,4944,0.29354,0.425,1.031
0,1.6,0.56,0.54,3934,0.062664,0.203,0.516
0,1.98,1.09,1.14,6014,1.525293,0.914,2.14
0,1.36,1.22,1.56,6150,3.123486,1.297,3.028
0,2.32,1.12,1.18,6058,1.682561,0.957,2.24
0,2.34,1.29,1.65,6237,3.696245,1.403,3.271
0,1.71,1.22,1.57,6144,3.151331,1.303,3.043
0,1.78,1.11,1.17,6109,1.710575,0.962,2.249
0,1.5,1,1.06,5782,1.126714,0.796,1.876
0,1.53,0.78,0.74,5328,0.395922,0.485,1.158
0,1.43,0.73,0.7,4587,0.194626,0.352,0.865
0,1.28,0.81,0.78,5066,0.359534,0.468,1.129
0,2.17,0.59,0.57,4027,0.07666,0.224,0.567
0,2.32,0.86,0.82,5253,0.459354,0.524,1.255
0,1.29,0.95,0.91,5556,0.707981,0.64,1.517
0,2.15,0.81,0.76,4954,0.312134,0.439,1.062
0,2.39,0.88,0.84,5388,0.53353,0.561,1.337
0,2.17,0.99,1,5821,1.030102,0.76,1.788
0,1.99,0.93,0.87,5473,0.609299,0.596,1.418
0,1.46,0.7,0.67,4433,0.155536,0.316,0.783
0,2.27,0.87,0.8,5227,0.428627,0.507,1.215
0,2.33,0.89,0.86,5431,0.577306,0.582,1.385
0,2.36,0.71,0.68,4445,0.161955,0.322,0.799
0,1.98,1.09,1.13,6089,1.574819,0.924,2.161
0,2.21,0.79,0.75,4948,0.302504,0.432,1.046
0,0.88,0.91,0.82,5436,0.526787,0.556,1.322
0,1.33,0.9,0.87,5522,0.631414,0.605,1.437
0,1.25,0.82,0.77,5030,0.34052,0.456,1.102
0,2.48,0.8,0.76,4983,0.319507,0.443,1.072
0,0.87,1.09,1.12,6011,1.469308,0.897,2.101
0,1.87,0.77,0.71,4647,0.21091,0.365,0.896
0,2.26,0.83,0.8,5198,0.419194,0.502,1.205
0,1.16,0.98,0.97,5763,0.931167,0.725,1.708
0,1.28,0.82,0.78,5105,0.370734,0.474,1.142
0,1.46,0.79,0.74,4870,0.276356,0.414,1.007
0,2.08,0.98,0.96,5694,0.869165,0.703,1.66
0,2.18,0.75,0.72,4815,0.25,0.395,0.962
0,1.71,1.04,1.04,5913,1.186283,0.811,1.904
0,2.08,1.08,1.13,5754,1.255817,0.842,1.985
0,0.99,1.08,1.13,5754,1.255817,0.842,1.985
0,1.61,0.75,0.7,4651,0.205718,0.361,0.885
0,0.95,0.51,0.49,3864,0.048021,0.178,0.454
0,1.6,1.09,1.13,6010,1.494668,0.905,2.119
0,1.48,1.09,1.13,6010,1.494668,0.905,2.119
0,0.97,0.74,0.69,4529,0.17972,0.339,0.836
0,1.23,0.98,0.94,5723,0.850434,0.694,1.638
0,1.72,0.75,0.72,4906,0.269442,0.408,0.991
0,2.37,0.99,0.99,5797,0.993055,0.747,1.759
0,1.98,1.09,1.07,6067,1.391725,0.87,2.035
0,1.76,0.75,0.7,4597,0.196329,0.353,0.868
0,1.49,1.09,1.14,5945,1.456489,0.897,2.103
0,1.55,0.85,0.79,5153,0.394807,0.488,1.174
0,1.6,0.94,0.93,5635,0.782405,0.669,1.584
0,2.36,0.98,0.98,5762,0.949806,0.732,1.726
0,0.8,0.95,0.93,5592,0.758795,0.661,1.565
0,1.6,0.99,0.98,5722,0.923705,0.724,1.708
0,1.72,1.21,1.32,6261,2.402218,1.13,2.632
0,2.37,0.86,0.81,5215,0.435389,0.511,1.226
0,1.58,1.2,1.32,6199,2.308471,1.111,2.593
0,2.3,1,1,5792,1.009727,0.753,1.774
0,1.64,1,1,5792,1.009727,0.753,1.774
0,1.25,0.6,0.57,4002,0.074774,0.222,0.561
0,1.42,0.56,0.54,3959,0.064272,0.206,0.522
0,0.8,0.79,0.74,4868,0.275902,0.414,1.006
0,1.9,0.94,0.92,5612,0.753245,0.658,1.557
0,1.62,1.08,1.36,5758,1.824124,1.015,2.392
0,1.01,0.88,0.84,5345,0.516701,0.553,1.32
0,1.12,1.03,1.14,5923,1.435048,0.891,2.092
0,1.11,1.12,1.28,6113,2.052709,1.054,2.462
0,2.44,0.7,0.66,4350,0.139938,0.301,0.748
0,0.6,0.96,0.94,5589,0.773539,0.667,1.581
0,1.42,1.08,1.08,5975,1.333795,0.856,2.008
0,1.83,0.52,0.49,3753,0.042736,0.168,0.432
0,1.46,1.01,1.03,5851,1.115539,0.789,1.856
0,2.07,0.99,1,5862,1.059432,0.769,1.807
0,1.95,1.13,1.2,6166,1.867525,1.002,2.339
0,1.96,1.13,1.2,6166,1.867525,1.002,2.339
0,1.21,0.94,0.92,5658,0.778247,0.667,1.576
0,1.24,0.66,0.63,4306,0.122424,0.282,0.702
0,1.3,0.99,0.99,5794,0.991001,0.746,1.758
0,1.75,1.21,1.34,6247,2.453497,1.142,2.663
0,2.46,0.94,0.91,5614,0.73801,0.651,1.541
0,2.27,1.11,1.15,6092,1.634275,0.941,2.201
0,1.23,1.3,1.41,6417,3.024518,1.256,2.918
0,2,0.71,0.68,4299,0.141702,0.303,0.756
0,1.65,1.11,1.17,6104,1.704982,0.961,2.246
0,1.34,0.86,0.82,5268,0.464623,0.527,1.261
0,1.46,0.88,0.84,5406,0.540695,0.564,1.343
0,2.18,1.05,1.06,5893,1.215759,0.822,1.93
0,1.99,1.1,1.15,6077,1.618238,0.937,2.193
0,1.34,0.87,0.83,5374,0.51551,0.552,1.315
0,1.7,1.6,1.73,8480,13.885627,2.584,5.955
0,1.11,0.95,0.93,5612,0.769709,0.665,1.574
0,1.92,1.11,1.17,6083,1.681639,0.955,2.234
0,1.38,0.78,0.74,4904,0.284155,0.419,1.018
0,1.9,1.29,1.59,6231,3.419126,1.35,3.148
0,2.04,0.92,0.89,5544,0.671371,0.623,1.479
0,1.67,0.93,0.9,5500,0.665006,0.622,1.477
0,1.28,0.35,0.34,3658,0.01857,0.111,0.286
0,1.84,0.95,0.94,5683,0.826906,0.686,1.621
0,1.72,0.92,0.93,5798,0.876937,0.702,1.653
0,1.96,0.97,0.95,5664,0.833355,0.69,1.63
0,0.8,0.9,0.81,5403,0.501649,0.543,1.294
0,1.59,1.03,1.04,5851,1.137305,0.797,1.874
0,2.35,0.87,0.83,5298,0.486961,0.538,1.287
0,1.97,0.93,0.9,5569,0.699011,0.635,1.506
0,1.85,0.96,0.94,5656,0.811303,0.681,1.61
0,1.64,0.72,0.68,4512,0.171943,0.331,0.818
0,2.2,1.5,1.84,6807,6.521514,1.804,4.171
0,1.7,0.95,0.92,5582,0.737267,0.652,1.544
0,1.19,0.94,0.91,5550,0.704928,0.639,1.514
0,0.82,1.01,1.07,5791,1.155239,0.806,1.898
0,1.47,0.97,0.96,5685,0.863683,0.701,1.657
0,1.67,0.81,0.77,5053,0.346792,0.46,1.11
0,1.99,0.98,0.96,5753,0.905753,0.715,1.686
0,1.4,0.79,0.75,5064,0.331885,0.45,1.085
0,1.23,0.74,0.7,4692,0.213068,0.366,0.898
0,1.69,0.81,0.77,5054,0.347066,0.46,1.11
0,1.43,1.02,1.01,5833,1.059499,0.77,1.811
0,1.02,0.76,0.72,4754,0.23757,0.386,0.943
0,2.22,0.88,0.85,5470,0.580333,0.582,1.384
0,0.87,0.55,0.53,3964,0.062227,0.202,0.513
0,1.72,0.91,0.88,5470,0.62202,0.603,1.433
0,2.34,1.26,1.43,6327,2.94004,1.245,2.897
0,2.36,1.26,1.43,6327,2.94004,1.245,2.897
0,2.03,1.03,1.03,5842,1.108691,0.787,1.851
0,1.32,1,1,5778,1,0.75,1.768
0,1.09,0.76,0.71,4679,0.21678,0.37,0.906
0,2.34,1.41,1.95,6203,5.05087,1.644,3.835
0,2.36,1.19,1.28,6217,2.196004,1.083,2.526
0,2.14,0.92,0.89,5519,0.659343,0.619,1.469
0,2.13,0.59,0.57,4253,0.095372,0.249,0.622
0,2.21,0.89,0.84,5390,0.534323,0.561,1.337
0,1.03,1.22,1.35,6302,2.579117,1.167,2.719
0,1.12,0.85,0.79,5183,0.404081,0.493,1.185
0,1.55,1.13,1.18,6080,1.707136,0.963,2.252
0,1.69,0.9,0.86,5446,0.58371,0.585,1.391
0,1.71,0.79,0.75,4971,0.308168,0.435,1.054
0,2.5,0.87,0.82,5157,0.426684,0.508,1.22
0,0.94,1.24,1.23,6191,1.994083,1.033,2.412
0,2.41,0.8,0.76,5069,0.342142,0.457,1.101
0,0.88,0.86,0.82,5252,0.459004,0.524,1.255
0,1.59,1.04,1.04,5936,1.204847,0.816,1.915
0,2.45,1.01,1.02,5844,1.088757,0.78,1.834
0,1.9,0.98,0.97,5712,0.898641,0.714,1.686
0,1.06,0.8,0.75,4990,0.312907,0.438,1.06
0,1.32,0.84,0.81,5212,0.434388,0.511,1.225
0,1.99,1.09,1.14,6077,1.590218,0.929,2.174
0,1.57,1.17,1.3,6176,2.206001,1.088,2.54
0,2.41,1.04,1.05,5924,1.218228,0.821,1.927
0,1.33,0.96,0.87,5622,0.678409,0.624,1.476
0,2.23,0.95,0.93,5635,0.782405,0.669,1.584
0,2.08,1.04,1.06,5913,1.232348,0.826,1.94
0,1.77,1.11,1.16,6012,1.577182,0.929,2.177
0,1.33,0.76,0.72,4730,0.232809,0.382,0.935
0,1.51,0.85,0.81,5308,0.467287,0.527,1.26
0,2.36,0.86,0.83,5438,0.540509,0.563,1.339
0,1.32,1.08,1.21,5908,1.600378,0.942,2.212
0,1.51,0.94,0.92,5590,0.741503,0.653,1.548
0,2.08,0.74,0.71,4965,0.274842,0.411,0.996
0,2.23,0.98,0.97,5756,0.926652,0.723,1.705
0,1.25,0.78,0.72,4708,0.228508,0.379,0.928
0,1.47,0.93,0.9,5517,0.673266,0.625,1.484
0,1.15,0.94,1.17,5889,1.477161,0.906,2.128
0,1.06,0.74,0.7,4612,0.198904,0.355,0.873
0,2.28,1.15,1.24,6177,2.00837,1.038,2.423
0,1.06,0.64,0.61,4105,0.094799,0.249,0.627
0,1.41,0.84,0.81,5226,0.439074,0.513,1.23
0,1.64,0.8,0.75,4877,0.285511,0.421,1.023
0,1.62,1.06,1.06,5909,1.229016,0.825,1.938
0,2.32,0.8,0.76,5001,0.324149,0.446,1.078
0,1.51,1.23,1.38,6210,2.541058,1.165,2.718
0,1.7,0.94,0.92,5568,0.729898,0.649,1.539
0,2.14,1.1,1.15,6051,1.590721,0.931,2.179
0,1.19,1.14,1.21,6050,1.759876,0.979,2.292
0,2.36,0.85,0.8,5130,0.397685,0.491,1.181
0,1.22,0.95,0.93,5616,0.771906,0.666,1.576
0,1.39,0.99,0.98,5743,0.93734,0.728,1.717
0,1.99,1.06,1.08,5905,1.27238,0.84,1.973
0,1.43,1.06,1.1,5986,1.393869,0.875,2.051
0,2.12,1.25,1.94,5944,4.215106,1.525,3.579
0,1.52,1,0.99,5842,1.024251,0.757,1.78
0,1.88,0.87,0.82,5194,0.439061,0.514,1.234
0,0.78,0.84,0.8,5239,0.432577,0.509,1.22
0,1.22,0.8,0.75,4870,0.283876,0.42,1.02
0,1.33,1.18,1.22,6155,1.916557,1.015,2.371
0,1.81,1.13,1.19,6140,1.805748,0.987,2.304
0,1.44,1.02,1.02,5923,1.148834,0.797,1.872
0,2.28,0.97,0.95,5747,0.883287,0.707,1.666
0,1.53,0.78,0.74,5063,0.322838,0.444,1.07
0,1.42,1.01,1,5778,1,0.75,1.768
0,1.93,0.92,0.89,5471,0.636703,0.61,1.449
0,0.78,0.93,0.9,5541,0.685058,0.63,1.494
0,2.14,0.86,0.82,5337,0.489448,0.539,1.286
0,1.93,1.3,1.48,6386,3.268353,1.308,3.041
0,1.15,0.98,0.96,5682,0.861861,0.701,1.655
0,2.26,0.77,0.74,4895,0.282075,0.418,1.015
0,1.75,0.96,0.94,5667,0.817633,0.683,1.614
0,1.34,1.46,1.77,6680,5.596831,1.683,3.896
0,1.43,0.86,0.83,5306,0.489909,0.54,1.29
0,1.43,0.86,0.83,5306,0.489909,0.54,1.29
0,1.36,0.73,0.69,4611,0.193094,0.35,0.86
0,2.33,0.86,0.82,5303,0.477094,0.533,1.274
0,1.18,1.21,1.21,6149,1.877927,1.005,2.348
0,2.37,1.19,1.28,6202,2.174888,1.079,2.516
0,1.92,0.99,0.98,5717,0.920481,0.723,1.705
0,1.84,0.92,0.89,5545,0.671856,0.624,1.479
0,1.67,1.06,1.09,5949,1.335115,0.858,2.013
0,1.33,0.97,1.1,5850,1.271448,0.843,1.981
0,1.55,0.78,0.75,4985,0.311654,0.438,1.059
0,1.3,0.78,0.75,4985,0.311654,0.438,1.059
0,1.31,0.78,0.75,4985,0.311654,0.438,1.059
0,2.32,1.08,1.12,6018,1.476164,0.899,2.105
0,1.49,1.17,1.36,6129,2.341672,1.124,2.627
0,1.52,0.9,0.87,5502,0.622316,0.602,1.429
0,0.86,0.99,0.99,5839,1.022149,0.756,1.778
0,1.43,0.8,0.77,5053,0.346792,0.46,1.11
0,1.77,1.06,1.08,5961,1.321338,0.853,2.001
0,2.26,0.82,0.77,5006,0.334068,0.453,1.094
0,1.81,0.99,0.98,5771,0.955755,0.734,1.73
0,1.14,0.84,0.8,5213,0.424054,0.505,1.21
0,1.18,0.99,0.98,5791,0.969073,0.738,1.739
0,1.34,0.71,0.69,4630,0.196296,0.353,0.866
0,2.03,1.06,1.09,5904,1.295174,0.848,1.99
0,1.62,1.1,1.15,5998,1.535718,0.918,2.15
0,1.48,1.13,1.23,6143,1.932957,1.02,2.384
0,2.36,1.06,1.09,5926,1.314587,0.853,2.002
0,2.49,0.94,0.91,5566,0.713092,0.642,1.521
0,1.42,1.45,2.17,6179,6.158601,1.818,4.242
0,1.48,1.23,1.36,6296,2.607513,1.174,2.735
0,1.19,1.14,1.21,6188,1.926025,1.016,2.371
0,1.6,0.94,0.92,5578,0.735156,0.651,1.543
0,1.01,1.11,1.16,6074,1.643255,0.945,2.21
0,1.75,1.21,1.33,6221,2.377026,1.126,2.627
0,1.87,1.2,1.32,6227,2.350462,1.12,2.611
0,1.64,0.87,0.83,5353,0.507499,0.548,1.308
0,1.55,0.92,0.89,5504,0.652204,0.616,1.463
0,1.9,1.16,1.25,6175,2.038251,1.046,2.441
0,1.21,0.84,0.79,5123,0.385693,0.484,1.163
0,0.97,1.2,1.28,6170,2.130348,1.07,2.497
0,2.15,1,0.98,5753,0.943886,0.73,1.721
0,1.53,0.96,0.94,5715,0.845689,0.693,1.635
0,1.12,1.2,1.29,6132,2.11095,1.067,2.493
0,1.52,1.1,1.17,6080,1.678324,0.955,2.233
0,1.42,0.95,0.93,5660,0.796382,0.674,1.594
0,1.66,0.84,0.8,5216,0.425031,0.505,1.211
0,1.81,0.95,0.93,5556,0.739443,0.654,1.55
0,0.97,1.18,1.28,6241,2.230111,1.09,2.54
0,1.55,0.92,0.89,5486,0.643714,0.613,1.455
0,0.91,0.87,0.83,5359,0.509778,0.549,1.31
0,0.97,0.99,0.99,5818,1.007523,0.751,1.769
0,1.31,1.45,2,6339,5.794724,1.746,4.064
0,1.37,1.29,1.79,6130,4.059175,1.48,3.458
0,1.4,0.85,0.81,5188,0.426442,0.507,1.216
0,1.43,0.86,0.82,5236,0.453436,0.521,1.249
0,1.42,1.01,1,5771,0.995163,0.749,1.765
0,2.28,0.85,0.81,5259,0.45027,0.519,1.242
0,1.88,0.97,0.96,5701,0.873447,0.705,1.664
0,1.9,0.98,0.97,5727,0.908118,0.717,1.692
0,2.46,1.06,1.08,5884,1.254377,0.835,1.962
0,0.52,0.35,0.34,3468,0.015003,0.1,0.26
0,2.36,0.85,0.8,5235,0.431257,0.508,1.218
0,1.43,0.91,0.88,5549,0.65874,0.617,1.464
0,1.24,1.05,1.4,5748,1.91961,1.042,2.456
0,1.22,1.05,1.4,5748,1.91961,1.042,2.456
0,2.09,0.99,0.92,5719,0.812355,0.679,1.602
0,1.76,0.92,0.85,5453,0.573152,0.579,1.377
0,1.38,0.8,0.75,4861,0.281783,0.418,1.017
0,1.56,0.83,0.79,5144,0.392056,0.487,1.171
0,1.41,0.56,0.54,3673,0.047441,0.178,0.457
0,1.34,0.56,0.54,3655,0.04669,0.176,0.454
0,1.7,0.8,0.74,4817,0.264521,0.406,0.99
0,2.4,0.54,0.53,4094,0.0708,0.215,0.543
0,1.61,0.9,0.87,5488,0.616006,0.599,1.423
0,1.52,1.18,1.4,6169,2.546859,1.17,2.73
0,1.51,0.78,0.73,4776,0.248767,0.395,0.963
0,1.8,1.02,1.03,5885,1.141695,0.797,1.872
0,0.97,1,0.99,5780,0.981458,0.743,1.751
0,2.17,0.72,0.69,4500,0.175161,0.335,0.827
0,1.65,0.97,0.94,5608,0.784111,0.671,1.589
0,1.05,0.72,0.69,4508,0.17641,0.336,0.829
0,1.37,0.95,0.9,5581,0.705055,0.638,1.51
0,2.28,0.94,0.91,5614,0.73801,0.651,1.541
0,1.44,0.77,0.74,4903,0.283923,0.419,1.018
0,1.98,0.94,1.3,5512,1.39963,0.902,2.141
0,1.71,0.94,1.3,5512,1.39963,0.902,2.141
0,2.41,0.7,0.67,4523,0.168557,0.328,0.81
0,0.92,1.04,1.05,5909,1.205936,0.818,1.92
0,0.71,0.94,0.93,5586,0.755544,0.66,1.563
0,1.55,1.27,1.42,6331,2.906403,1.237,2.88
0,1.66,0.93,0.9,5527,0.678161,0.627,1.488
0,1.93,0.95,0.93,5759,0.85358,0.694,1.636
0,1.84,1.09,1.13,5981,1.466027,0.898,2.104
0,2.36,1.32,1.55,6449,3.728402,1.391,3.232
0,1.58,1.14,1.21,6133,1.858457,1.001,2.339
0,1.03,0.82,0.79,5193,0.407209,0.495,1.188
0,1.94,1.04,1.04,5911,1.184678,0.81,1.903
0,0.69,1.16,1.28,6086,2.016683,1.046,2.446
0,1.72,0.55,0.53,3827,0.05406,0.189,0.483
0,0.65,0.7,0.67,4439,0.15638,0.317,0.785
0,0.88,1.11,1.16,6118,1.69139,0.956,2.234
0,1.8,0.76,0.72,4776,0.241998,0.389,0.95
0,1.46,0.88,0.83,5352,0.50712,0.548,1.307
0,1.52,0.82,0.78,5106,0.371024,0.475,1.143
0,1.28,0.93,0.9,5597,0.713175,0.641,1.517
0,1.12,0.82,0.79,5181,0.403458,0.493,1.184
0,0.86,0.83,0.79,5131,0.388108,0.485,1.166
0,1.25,0.76,0.72,4839,0.255022,0.398,0.97
0,2.15,1.49,1.79,6805,6.164651,1.754,4.056
0,0.92,1,1.05,5770,1.096407,0.786,1.853
0,0.8,1,1.05,5770,1.096407,0.786,1.853
0,1.43,0.62,0.6,4070,0.088628,0.241,0.608
0,0.92,0.62,0.6,4106,0.091805,0.245,0.617
0,1.65,1.07,1.08,5906,1.273243,0.84,1.973
0,1.84,1.19,1.29,6202,2.209003,1.087,2.536
0,1.27,1.19,1.29,6202,2.209003,1.087,2.536
0,0.73,0.87,0.83,5361,0.510539,0.549,1.311
0,0.64,0.87,0.83,5361,0.510539,0.549,1.311
0,1.27,0.98,0.97,5677,0.876817,0.707,1.67
0,1.15,1.22,1.33,6299,2.498502,1.149,2.677
0,2.28,0.85,0.81,5323,0.472591,0.53,1.265
0,1.74,1.47,1.78,6704,5.742035,1.702,3.94
0,1.05,0.98,0.97,5659,0.865749,0.703,1.662
0,1.25,0.86,0.82,5218,0.447233,0.518,1.242
0,2.2,0.7,0.67,4407,0.151919,0.313,0.776
0,1.3,0.83,0.79,5188,0.405643,0.494,1.186
0,1.43,0.96,0.94,5570,0.763073,0.664,1.573
